Date,Inflows in last 24 Hrs. in Mcft.,17.75_77.5,18.0_77.5,18.5_76.0,18.25_77.0,18.25_76.5,18.75_75.75,18.5_76.75,18.75_76.25,18.0_77.25,17.75_77.25,18.0_76.75,18.25_76.25,18.25_76.0,18.0_76.5,18.0_77.0,18.75_76.0,18.5_76.5,18.75_75.5,18.25_76.75,18.25_77.25,18.5_76.25,17.75_77.75
2016-06-01,0.0,1.3517,0.8035,0.0,0.1306,1.0956,0.0,0.0,0.0,1.32,1.2547,3.0043,0.6066,0.0,3.3813,1.028,0.0,0.0,0.0,1.0864,0.0,0.0,0.7896
2016-06-02,0.0,0.0,0.0,0.0,0.1306,1.0956,0.0,0.0,0.0,0.0,0.1136,1.9793,0.6066,0.0,1.787,0.319,0.0,0.0,0.0,1.0864,0.0,0.0,1.3466
2016-06-03,0.0,2.9531,1.5035,0.1434,4.3113,0.5617,0.0,0.5167,1.9604,2.4926,2.3738,0.0,2.4313,7.8554,0.2657,0.4043,0.0,0.0,0.9836,4.9859,10.3546,0.5521,3.366
2016-06-04,0.0,9.0632,5.9713,3.4096,16.0766,18.9476,2.6127,20.1936,0.0,8.6093,8.3969,19.2251,19.5036,18.625,20.2813,15.3665,1.9275,19.897,3.1778,18.0437,8.884,12.3293,23.3308
2016-06-05,0.0,31.3224,26.2087,22.79,4.7611,14.8092,19.112,7.7682,18.9201,34.3615,33.4363,21.057,18.1992,30.925,19.78,15.6656,16.2677,8.1878,24.0735,12.7965,13.5855,12.913,10.5716
2016-06-06,0.0,40.9156,29.0153,0.0,0.8258,3.4644,0.0,5.6465,0.0,57.0143,53.8724,6.5183,1.9472,0.0,6.2493,25.9692,0.0,1.912,2.3729,3.08,1.5239,0.6002,9.4167
2016-06-07,0.0,2.6348,2.3363,2.628,0.3497,0.5283,3.3699,0.0,2.0389,2.7847,2.5594,4.5076,0.5319,0.198,0.0,8.1898,4.4542,0.8132,2.4176,0.1063,3.1749,1.4584,2.6512
2016-06-08,0.0,45.9767,32.2317,0.0,13.0443,0.6482,0.0,0.9153,0.0,52.7032,51.0448,1.3561,0.0,0.0,0.0,16.3042,0.0,0.4255,0.0,8.2053,8.0111,0.0,8.9817
2016-06-09,0.0,0.0,0.6815,0.0,9.7698,13.5124,0.0,0.1316,0.0,0.0,0.0,24.5337,7.481,0.0,22.2713,1.1932,0.0,0.0,0.0,15.8783,54.0723,0.0,0.0
2016-06-10,0.0,0.0,0.0,0.0,3.1293,2.6233,0.6075,0.3903,0.0,0.0,0.0,4.5751,1.2131,0.6263,5.4341,0.0,0.0,0.0,6.5153,5.8718,0.0,0.0,0.0
2016-06-11,0.0,4.5858,4.0122,0.0,12.6791,16.5468,0.0,95.9665,0.0,1.7128,4.8011,0.0,9.5745,0.0,0.4148,4.222,0.0,30.2116,0.0,13.8851,0.1429,10.803,3.2886
2016-06-12,0.0,0.5711,0.0,0.8855,0.3474,0.2532,2.2078,4.1525,2.0182,0.3238,1.5278,1.1651,0.0,0.0,0.0,4.2709,3.6868,1.707,0.4267,0.3634,0.0,0.5521,1.4364
2016-06-13,0.0,0.0,0.0,5.1885,0.1737,2.2398,2.9406,2.3124,11.7738,0.6259,3.3255,0.2409,4.1824,7.6077,0.3579,4.8299,0.8533,4.7281,11.1735,0.1817,0.0,6.1697,0.0
2016-06-14,0.0,0.4405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933,0.0,0.0,0.0,0.0,0.2552,0.0,0.0,0.0,0.0,0.0,0.0,0.1186
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-18,0.0,4.8899,2.8351,0.0,1.1656,0.0,0.0,0.0,0.0,4.7412,4.3063,0.0,0.0,0.0,0.0,0.2343,0.0,0.1418,7.6499,0.3542,6.4653,0.0,4.2589
2016-06-19,0.0,5.0729,3.9273,3.5816,22.2569,34.2217,3.401,13.2231,10.9366,9.5754,13.0017,38.9093,27.9826,8.2961,43.2279,33.1161,3.8806,28.3293,0.8226,33.4529,22.0524,23.7551,7.5577
2016-06-20,0.0,6.1535,2.0256,18.1343,9.552,9.586,23.812,0.856,3.5267,8.1129,27.0642,16.1299,23.2426,49.1822,3.7661,57.2913,28.2134,13.392,46.032,6.8613,4.7654,14.0983,10.1458
2016-06-21,0.0,0.0,0.1298,24.1886,0.3474,0.2532,25.1694,3.6804,23.086,0.0,0.0,0.1284,0.0,1.584,0.2427,0.0,25.338,1.2727,11.0667,0.3634,7.5896,11.0249,1.909
2016-06-22,0.0,55.0825,38.285,0.0,0.0,0.0,0.0,0.0,0.0,59.8651,53.9786,0.0,0.0,0.0,0.0,0.4148,0.0,0.0,0.0,0.0,7.4148,0.0,12.1903
2016-06-23,0.0,0.0,0.0,17.389,0.3041,4.7815,6.421,4.1768,3.9608,0.0,0.0,0.6598,4.4575,2.6731,0.78,0.0,2.8744,9.7748,1.0928,0.6347,0.0,7.7826,0.0
2016-06-24,0.0,0.6699,0.4392,7.6109,2.3519,1.4777,7.9287,13.8183,56.0778,0.7685,0.6936,1.1651,0.5319,0.0,0.0,2.1911,12.6388,4.6492,4.9178,1.6816,2.0055,16.9215,0.0
2016-06-25,0.0,22.9164,25.925,0.6735,4.2922,4.4602,1.577,6.4924,2.0017,21.053,18.954,9.3669,2.2241,0.0,7.6153,7.9964,2.6493,1.0808,0.0,5.5935,36.0128,0.5521,15.3812
2016-06-26,0.0,3.8042,4.2907,0.9815,5.3713,7.1087,0.7026,32.5484,7.8816,3.4688,3.8712,1.7467,10.0262,17.5887,1.6415,3.1391,0.9808,13.9902,0.0,4.5217,10.042,7.127,18.6846
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0
2016-06-28,0.0,8.2421,9.598,0.6735,1.1483,3.4134,2.063,2.1014,2.0017,4.8981,6.9279,6.0334,2.6903,3.3783,5.3611,4.5593,2.6493,0.9189,0.6843,3.6179,28.752,0.5521,8.654
2016-06-29,0.0,0.4755,1.3253,7.1243,0.1306,6.3786,11.1304,0.0,12.0656,2.6995,4.1725,4.7488,8.5757,9.8761,6.8003,7.0366,13.7982,7.8924,1.5903,1.0864,0.5738,10.7272,0.5188
2016-06-30,0.0,9.1109,11.1716,0.5675,3.5404,1.4218,1.5046,0.1194,1.999,8.8814,7.6971,2.2315,1.4014,0.4497,1.8433,6.581,2.1306,1.7083,0.7689,1.4248,13.9835,1.7525,8.3858
2016-07-01,0.0,0.7559,1.25,3.6716,4.5448,0.1266,6.3234,1.9107,0.1571,0.1214,0.0,0.685,0.0,0.0,1.2943,0.7349,6.8257,0.2917,0.0,1.5101,2.2135,1.0546,2.9163
2016-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741,0.5782,0.0,0.0,0.0,0.0,1.0928,0.0,0.0,0.0,0.0
2016-07-05,0.0,3.4504,6.5109,4.558,2.1116,1.1612,4.1585,9.2385,0.0,0.6515,0.9451,0.3713,1.209,3.0863,0.6483,0.7672,4.5955,2.2117,3.3643,1.617,0.0,0.9913,4.1152
2016-07-06,0.0,14.6148,15.458,22.7446,32.494,19.9984,19.6935,60.7409,47.3935,13.7397,10.1984,13.8756,17.6203,20.1503,11.9818,7.0454,19.2445,24.5709,22.5509,28.7535,17.0692,25.7732,14.0687
2016-07-07,0.0,2.1462,1.3818,0.6183,0.0,0.0,0.2118,0.0,0.0,2.3072,2.3717,0.0,1.064,3.6327,0.1581,0.3836,0.0,0.0,0.2766,0.0,0.0,0.0,2.7747
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354,0.4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-09,0.0,4.0308,2.8473,0.9051,1.4833,0.7011,0.5763,0.1561,3.9237,3.58,5.1722,1.6885,1.9824,5.0228,1.2272,4.2157,0.1854,0.8732,0.5133,1.4796,4.18,1.7696,3.1099
2016-07-10,0.0,12.8104,12.8531,7.4503,7.1632,10.9526,9.391,10.9026,6.0589,8.7889,13.3499,12.404,10.4222,10.3237,11.6087,7.2761,8.9077,9.4145,8.2708,10.3901,10.4637,7.9829,9.1887
2016-07-11,0.0,2.1112,0.4673,10.9824,2.8592,11.3945,9.7389,5.7457,5.0817,1.6326,1.2588,8.0536,13.5148,15.8427,9.2477,2.1798,8.8066,10.9593,6.7989,6.4884,2.9821,10.4986,2.4584
2016-07-12,0.0,3.3868,5.2689,2.1626,9.4905,1.5958,1.6852,7.6056,6.8973,3.7772,2.3547,1.0455,1.382,2.4551,1.15,1.4193,2.4181,3.8987,0.64,4.7407,6.6293,2.6629,2.1449
2016-07-13,0.0,4.3108,3.4703,0.9572,1.348,5.3415,2.2078,9.5171,3.004,6.3566,5.9044,7.6197,3.6656,1.8934,8.6637,3.3401,3.7146,3.6931,1.8467,5.1497,0.9936,2.0285,1.2674
2016-07-14,0.0,3.6489,2.4943,1.2239,0.0,0.3652,2.1078,0.0,0.0,3.1872,2.9101,0.6598,0.2022,0.0,0.5957,0.0,2.2752,0.0,0.2766,0.3621,0.0,0.3515,0.2977
2016-07-15,0.0,0.0,0.0,0.4241,0.0,0.0,1.2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.075,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-16,0.0,3.302,14.6026,0.0,0.6858,0.0,0.0,0.0,0.0,4.126,0.559,0.1957,0.0,0.0,0.3698,2.9526,0.0,0.0,0.0,0.0,7.4633,0.0,5.5083
2016-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.5696,0.0,8.2808,0.0,0.0,0.0,0.2835,8.4533,25.8782,0.1387,6.0241,0.0,1.3126,0.0,0.8177,0.0,0.0,0.3114
2016-07-19,0.0,2.1421,17.658,8.4783,0.0,0.0,12.3021,0.983,9.1032,1.0875,0.0,0.3056,0.957,4.5002,0.0,1.2426,15.0145,0.5574,5.3788,0.0,0.0,3.8585,20.5391
2016-07-20,0.0,14.3647,10.4541,6.5826,22.1349,6.9568,8.7423,6.9531,4.0846,8.9805,11.1775,7.7125,6.0714,3.6778,7.4621,8.85,8.2591,6.5555,5.5919,9.4462,25.9637,6.1652,29.0421
2016-07-21,0.0,18.3797,17.8021,1.0263,31.1491,13.7312,1.4004,2.2958,0.0,19.4273,18.2892,26.4471,14.1837,25.3274,26.3623,32.4997,0.8327,1.1078,3.3161,32.1535,16.4844,0.7825,52.6043
2016-07-22,24.36,57.7604,57.5623,45.741,35.9841,34.0437,46.3597,76.9836,49.9234,52.9684,61.4092,39.5891,24.3861,16.9896,37.5452,34.1317,51.9616,31.7315,34.4387,35.157,33.3953,32.1077,20.045
2016-07-23,694.74,5.4642,5.3052,6.482,5.3442,12.1151,5.5905,15.2747,0.1258,3.876,6.0058,13.8909,9.4316,5.733,13.298,5.9144,5.4889,8.927,0.6156,11.0926,10.4387,5.7849,6.4739
2016-07-24,233.22,0.0,0.1234,6.3902,1.2018,6.0352,5.994,22.3013,5.9567,1.45,0.0,6.2902,3.0284,1.2448,6.4701,1.5926,3.7202,5.3284,6.5457,6.9192,0.0,3.7817,9.351
2016-07-25,143.94,14.6541,25.9217,0.0,3.5995,6.1631,0.0,1.0028,0.0,4.0119,4.1548,4.5856,5.7236,0.3131,1.4218,7.2464,0.0,7.6786,2.7456,1.6435,25.4821,6.0017,5.9272
2016-07-26,161.91,1.0115,5.7037,14.4483,1.2101,10.8824,11.8918,4.6117,2.1975,4.0796,0.1138,0.0,10.6384,1.7178,0.4609,2.3092,9.9789,15.8546,10.9058,0.6668,11.4264,14.601,6.2026
2016-07-27,270.95,8.0073,6.9242,36.5448,23.6107,11.1503,25.2192,8.1743,13.9993,15.6414,9.4938,10.7647,16.3928,27.7447,13.556,21.5987,15.5962,14.5606,11.2051,10.5155,25.1723,17.7812,7.2057
2016-07-28,280.83,22.9584,28.0749,0.212,39.5994,9.7115,0.6308,6.2708,0.0,15.2116,22.1314,3.5662,8.5545,0.3212,3.301,1.7363,1.0375,13.1188,9.7252,16.8511,12.6716,8.4024,2.9658
2016-07-29,272.33,37.4374,10.6652,1.036,10.9927,16.6683,2.5585,7.4049,0.1266,15.7011,26.7169,28.7514,14.9142,1.0233,16.7299,57.6724,3.2126,20.6596,0.8886,6.823,30.9656,14.5798,26.6816
2016-07-30,269.22,5.8114,5.5744,4.0374,22.0562,4.7014,4.0491,36.8159,5.9494,6.3527,4.1259,3.7731,3.0561,4.208,2.4549,12.6181,3.5368,8.2693,4.0027,14.4407,13.0696,3.952,9.1056
2016-07-31,294.54,16.17,22.5588,16.5074,54.4877,83.7869,8.8688,106.8843,34.6639,14.8346,24.8353,61.0304,73.3446,28.9559,64.6167,42.9838,5.4915,97.0497,4.4501,67.6237,8.5884,72.6516,19.7049
2016-08-01,551.66,19.3353,14.1851,3.9428,9.9704,13.8552,5.6489,8.0077,6.0421,7.8089,17.4132,20.3809,13.9526,13.7442,20.7659,14.9525,7.1197,11.8001,3.237,15.9614,4.479,9.3989,21.1921
2016-08-02,654.48,1.8189,1.0301,0.0,0.0,0.0,0.1215,0.0,0.0,1.6339,2.502,0.3671,0.5705,1.9653,0.5314,1.4334,0.0,0.0,0.2402,0.0,0.6966,0.0,5.6462
2016-08-03,999.21,2.4906,0.6328,1.2366,1.2688,3.0554,0.7881,0.4394,0.0,1.3212,2.3397,3.8145,3.8159,6.1544,3.0245,1.7531,0.1485,2.1448,3.0447,3.2903,0.9979,1.3307,1.6762
2016-08-04,1330.97,7.6563,6.097,7.8055,4.2715,10.3428,10.6783,0.4481,0.2154,3.6426,7.3502,11.0746,11.3503,12.7874,9.0784,4.709,9.3462,6.7795,10.0408,9.493,3.4707,6.8472,3.9276
2016-08-05,95.13,2.9025,8.0146,0.2868,0.0,2.3031,0.0,2.8232,3.9321,3.5481,1.7226,1.0718,2.4759,1.1913,1.6753,2.0155,0.1112,3.7123,0.0,0.2726,0.0,3.5049,3.0267
2016-08-06,7.17,6.6431,3.4813,0.0,1.2673,1.0499,0.0,2.8868,0.0,6.7408,7.1539,7.0623,0.7328,1.0233,7.5685,9.1233,0.0,0.4375,0.5464,2.2836,0.0,0.0,0.0
2016-08-07,7.17,1.3181,4.3496,0.0,0.6009,0.4516,0.0,0.0,0.0,2.9,0.1818,0.7553,0.2409,0.1285,0.5957,2.1322,0.0,0.0,0.0,1.1019,0.0,0.0,0.6081
2016-08-08,7.17,0.0,0.0,0.0,1.5372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439,0.0,0.0,0.5642
2016-08-09,7.17,0.0,0.0,0.0,7.4403,1.5849,0.0,0.0,0.0,0.0,0.0,0.0,1.5958,0.0,0.0,0.0,0.0,2.2598,0.0,1.169,1.8637,1.8005,0.1834
2016-08-10,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-11,7.17,0.4531,1.5543,0.0,1.5678,1.2294,0.0,0.1655,0.0,1.6917,0.0,0.0,1.0638,0.0,0.0,1.0268,0.0,1.5065,5.0628,1.6567,0.0,1.2003,0.1896
2016-08-12,7.17,0.374,0.1673,2.3393,0.549,1.0566,2.1933,0.0,3.9614,0.1666,0.3898,0.0,1.0638,0.4068,0.1386,0.0,1.7765,1.7683,1.6887,0.2657,0.0,2.6693,0.0
2016-08-13,7.17,0.2498,0.0,0.0,1.2018,0.1728,0.0,0.1561,0.0,0.0,1.419,2.5679,0.0,0.0,1.0629,5.7319,0.0,0.0,0.0,1.4796,0.0,0.0,1.5351
2016-08-14,7.17,0.3233,0.0,1.8549,6.3092,2.1319,0.6354,11.0035,0.0,0.0,0.9919,2.3525,1.1114,2.2606,3.5122,3.0112,0.2228,2.4994,0.8534,8.7674,0.0,0.7957,4.5817
2016-08-15,7.17,0.0,0.0,0.1434,0.0,0.0,0.0,0.0,1.9604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018,0.0,0.0,0.0,0.5521,0.0
2016-08-16,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-17,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-18,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409,0.0,0.0,0.0,0.0,0.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-19,0.0,0.0,0.185,0.408,2.6261,8.935,0.7026,0.0,0.0,2.4246,0.1023,6.8423,7.3411,0.0,6.6495,1.427,0.7584,7.5327,0.5464,4.6131,8.5328,6.1189,0.0
2016-08-20,0.0,0.0,0.0,0.408,0.1098,0.0,0.7026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7584,0.1418,0.0,0.0,0.0,0.1172,0.0
2016-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1418,0.0,0.0,0.0,0.0,0.0
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642,0.2173,0.6711,0.7971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-24,0.0,1.9721,0.6823,0.0,0.0,0.0,0.0,0.0,0.0,0.8248,1.6584,0.4404,2.8286,9.2759,0.832,0.0,0.0,0.0,0.1383,0.0,0.0,0.0,3.2064
2016-08-25,0.0,3.2182,8.4694,0.0,0.431,2.3956,0.0,9.0095,0.0,1.7143,0.8428,7.3248,1.0109,0.0,12.0127,2.9747,0.0,2.9436,0.0,2.7168,3.7141,0.0,3.4737
2016-08-26,0.0,0.6172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.851
2016-08-27,0.0,0.0,0.0,28.7863,4.026,0.5283,18.8662,0.1034,0.2821,0.0,0.0,0.0,0.5319,3.5641,0.0,0.0,14.8077,0.7533,0.0,1.9483,0.0,4.8216,0.0
2016-08-28,0.0,0.6319,0.3804,4.4589,18.9819,34.5415,11.9854,0.9569,6.3746,5.0512,0.0,1.3195,39.1865,15.6722,2.6662,2.8086,19.8792,49.524,0.0,9.2612,19.9107,40.0671,19.6243
2016-08-29,0.0,1.337,2.7693,0.8604,4.0817,6.6977,0.0,0.0,11.771,21.5646,0.2111,9.2367,4.4264,0.0,8.4087,13.1734,0.3335,2.6195,4.0674,6.2033,0.6692,5.1132,6.4087
2016-08-30,0.0,0.0,0.0,8.5256,0.0,3.7974,11.8771,55.2055,2.2397,0.0,6.9212,0.0,1.5477,6.6548,0.0,7.3721,12.4129,8.8104,11.1632,5.4511,0.0,2.6226,0.0
2016-08-31,0.0,39.1259,23.6137,4.4836,7.4935,4.3824,8.5559,0.0,10.0185,60.7015,45.6523,11.164,3.6347,4.0112,13.0403,30.0707,13.2815,0.4415,20.764,4.3455,47.0155,3.0601,26.5759
2016-09-01,0.0,15.6062,10.2942,2.594,33.4372,13.9463,4.7311,20.0869,13.9001,30.6615,15.8238,7.2531,15.9902,14.8075,10.3014,16.1731,8.1703,20.4852,2.7617,11.645,28.0197,15.268,14.671
2016-09-02,0.0,1.4661,2.7697,1.6621,2.9146,0.0,2.3873,0.0,5.9414,7.319,3.7098,1.7912,0.0,0.257,2.6809,6.3405,3.1003,0.1798,1.9201,0.0,13.6376,1.9493,8.8481
2016-09-03,0.0,7.1229,15.3648,1.2722,0.6341,4.9494,3.7849,12.9537,0.1187,0.3627,2.7072,1.2556,4.7768,2.827,1.6851,2.8393,6.225,7.4565,1.9201,1.8112,1.5689,4.2012,22.488
2016-09-04,0.0,3.228,0.8869,0.0,0.0,0.0,0.0,0.0,0.0,0.6926,1.8928,5.2397,0.0,0.0,0.1743,9.7789,0.0,0.0,0.0,0.0,0.0,0.0,4.0557
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3212,0.0,0.0,0.0,0.0,0.2074,0.0,0.0,0.0,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223,0.0,0.0,0.0,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.0,0.0,0.0,0.0,0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-11,0.0,2.6382,0.269,0.4241,0.0,1.787,1.2616,0.0,0.0,0.3647,1.4565,2.0641,1.4682,0.0,2.9353,0.8194,2.075,1.5065,0.0,0.7243,0.0,1.2003,14.6056
2016-09-12,0.0,10.7585,15.5566,0.2151,0.248,0.0,0.0,0.0,2.9406,8.3072,7.0174,0.0,0.6042,1.9561,0.15,2.7869,0.0,0.0,0.0,0.0,3.6959,0.8282,1.6549
2016-09-13,0.0,13.2252,15.0906,0.9737,4.6183,1.9891,1.0856,0.0,1.9797,8.5207,9.7512,2.7663,1.3407,0.0,2.553,4.8448,1.1673,0.8841,0.3422,2.6883,9.9739,1.2175,20.3989
2016-09-14,0.0,52.0548,53.4367,16.5408,58.4295,72.2166,17.831,70.2469,33.8119,88.7277,52.8303,92.9613,56.0616,24.1656,96.9879,77.1845,21.9715,57.8655,13.2932,71.0143,73.104,43.1244,46.4967
2016-09-15,591.91,46.749,45.017,42.3047,68.1953,71.4492,38.358,45.4256,47.7909,50.8098,64.0613,65.1153,68.1386,66.5917,83.9453,82.6631,38.6988,50.9916,35.8718,77.4412,95.6564,50.4434,36.4812
2016-09-16,1818.11,10.248,6.7676,35.4753,19.4941,65.1069,29.3925,24.0604,42.8647,5.6801,8.8311,24.0799,62.6262,16.9427,34.1166,5.2565,27.4119,83.2806,47.4179,22.4891,2.0448,76.4424,8.5761
2016-09-17,3150.3,0.0,0.1439,42.843,41.8524,14.8792,56.6332,56.1068,61.0334,1.6917,0.4318,36.5983,7.0196,7.4699,47.6679,1.4781,64.3535,12.6445,25.9688,39.8632,0.0,25.2159,0.0
2016-09-18,3661.45,0.7342,0.2354,0.3585,4.2784,1.5386,0.1215,6.8687,4.9011,0.4352,0.7134,1.704,0.8963,0.8948,1.8628,0.1306,0.139,2.0926,0.5978,2.0766,4.0159,1.3803,1.2962
2016-09-19,2158.11,0.0,0.0,0.0,0.0,0.0,0.3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5133,0.0,0.0,0.0,0.0
2016-09-20,976.11,9.7478,10.0459,1.0199,0.0,5.283,1.7565,0.0,0.0,7.5143,10.5119,0.9721,5.3192,0.0,1.5617,6.4012,1.896,7.5327,0.0,0.0,1.0217,6.2946,4.7784
2016-09-21,360.11,25.0405,33.7833,20.4352,18.5617,18.7424,11.8104,13.5185,18.7617,30.7649,22.3975,11.7166,15.6483,4.4859,10.2347,28.5659,6.4128,24.0589,12.5696,17.5703,36.0656,22.3154,38.6624
2016-09-22,361.78,9.4689,20.6967,29.0285,33.4648,36.738,19.1639,17.2801,13.986,27.8319,5.0965,14.3706,42.456,37.2484,20.2409,17.8012,8.6164,46.1191,23.6502,24.5207,23.6,41.2807,6.2833
2016-09-23,1061.44,130.7296,109.3398,77.7976,53.7487,32.7414,80.5519,19.1635,62.4143,157.0147,123.9456,68.7521,37.486,52.5771,44.3347,138.5385,85.9834,29.9582,75.3552,40.4025,143.7158,46.7286,109.6008
2016-09-24,7267.04,43.7463,44.4304,78.6406,43.9477,76.7849,90.0181,66.9527,77.3875,49.2021,31.3117,74.6156,65.1117,35.9553,71.2136,53.7083,96.5919,70.4359,86.1368,59.3519,74.3545,75.0465,60.6946
2016-09-25,8017.04,36.3579,32.7859,60.1813,7.5112,10.5842,47.3927,19.1928,49.6689,17.6731,32.158,7.2699,16.0126,34.4731,5.7847,13.1097,35.8437,15.2716,41.7578,7.8033,22.3413,29.5661,32.2085
2016-09-26,8712.82,0.867,1.4194,6.8287,12.0833,4.7985,7.6895,10.8611,8.998,5.9924,3.8714,7.4238,3.4683,1.8868,4.4626,15.2889,8.9426,6.8459,0.3422,6.309,0.1126,6.4558,4.9773
2016-09-27,7886.11,3.0147,6.072,0.0,1.2018,0.1728,0.0,0.1561,0.0,0.0,0.0,0.1946,0.1449,0.8997,0.0,0.0,0.0,0.0,1.2801,1.4796,0.0,0.0,5.4267
2016-09-28,6450.78,0.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.0,0.0,0.0,0.0,0.1069,0.0,0.0,2.1335,0.0,0.0,0.0,0.6756
2016-09-29,3317.14,0.0,0.0,0.5301,0.0,0.0,4.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.1044,0.0,0.0,2.5937,0.0,4.0195,0.0,0.0,0.0,0.0
2016-09-30,811.83,0.0,0.0,0.0,0.0,0.0,0.0,1.9274,0.0,0.0,0.0,0.0,0.0,0.0,0.1541,0.0,0.0,2.4151,0.0,0.0,0.0,0.0,0.0
2016-10-01,957.21,115.6339,119.5003,26.1156,49.5523,38.8557,25.9047,53.5761,18.228,103.4361,96.7851,29.1992,36.5688,30.1722,29.3339,48.4553,30.0549,41.5818,5.3797,32.8392,87.6425,30.4794,37.507
